rdwr,0.001024,12582.01
rdwr,0.002048,12711.21
rdwr,0.004096,12695.08
rdwr,0.008192,12763.65
rdwr,0.016384,12792.73
rdwr,0.032768,12341.42
rdwr,0.065536,12050.53
rdwr,0.131072,12137.95
rdwr,0.262144,10732.84
rdwr,0.524288,4608.21
rdwr,1.05,4222.93
rdwr,2.10,4215.53
rdwr,4.19,4209.28
rdwr,8.39,4228.64
rdwr,16.78,4276.50
rdwr,33.55,4313.41
rdwr,67.11,4324.55
rd,0.001024,18730.25
rd,0.002048,19002.35
rd,0.004096,18996.38
rd,0.008192,19141.69
rd,0.016384,19195.99
rd,0.032768,18473.31
rd,0.065536,15259.19
rd,0.131072,13219.48
rd,0.262144,11681.39
rd,0.524288,8670.37
rd,1.05,7753.63
rd,2.10,7663.70
rd,4.19,7644.90
rd,8.39,7640.07
rd,16.78,7629.63
rd,33.55,7638.15
rd,67.11,7643.70
wr,0.001024,35564.85
wr,0.002048,36597.30
wr,0.004096,36571.25
wr,0.008192,37105.23
wr,0.016384,37357.10
wr,0.032768,31454.01
wr,0.065536,15794.85
wr,0.131072,13408.06
wr,0.262144,11643.27
wr,0.524288,4711.42
wr,1.05,4145.64
wr,2.10,4157.83
wr,4.19,4242.65
wr,8.39,4286.16
wr,16.78,4349.94
wr,33.55,4372.32
wr,67.11,4411.66
cp,0.001024,33606.49
cp,0.002048,35015.14
cp,0.004096,35226.34
cp,0.008192,35861.36
cp,0.016384,16792.98
cp,0.032768,6423.43
cp,0.065536,5467.16
cp,0.131072,5295.60
cp,0.262144,2907.55
cp,0.524288,2353.86
cp,1.05,2389.21
cp,2.10,2379.82
cp,4.19,2396.84
cp,8.39,2395.84
cp,16.78,2419.43
cp,33.55,2398.20
cp,67.11,2419.77
frd,0.001024,4764.93
frd,0.002048,4782.45
frd,0.004096,4776.68
frd,0.008192,4786.36
frd,0.016384,4793.17
frd,0.032768,4775.84
frd,0.065536,4725.86
frd,0.131072,4761.37
frd,0.262144,4705.22
frd,0.524288,4392.75
frd,1.05,4467.97
frd,2.10,4466.99
frd,4.19,4454.75
frd,8.39,4448.19
frd,16.78,4448.46
frd,33.55,4452.00
frd,67.11,4448.53
fwr,0.001024,5683.78
fwr,0.002048,5714.79
fwr,0.004096,5716.34
fwr,0.008192,5728.51
fwr,0.016384,5735.91
fwr,0.032768,5737.84
fwr,0.065536,5731.20
fwr,0.131072,5720.48
fwr,0.262144,5287.40
fwr,0.524288,3057.32
fwr,1.05,2899.58
fwr,2.10,2896.38
fwr,4.19,2906.67
fwr,8.39,2914.03
fwr,16.78,2928.85
fwr,33.55,2939.52
fwr,67.11,2941.48
fcp,0.001024,9307.38
fcp,0.002048,9410.50
fcp,0.004096,9413.68
fcp,0.008192,9461.07
fcp,0.016384,9465.60
fcp,0.032768,8968.46
fcp,0.065536,8213.57
fcp,0.131072,7430.54
fcp,0.262144,6710.09
fcp,0.524288,5367.04
fcp,1.05,5130.40
fcp,2.10,5064.27
fcp,4.19,5078.08
fcp,8.39,5034.36
fcp,16.78,5113.37
fcp,33.55,5058.31
fcp,67.11,5089.15
bzero,0.001024,12178.42
bzero,0.002048,8299.00
bzero,0.004096,7632.36
bzero,0.008192,7567.20
bzero,0.016384,7296.12
bzero,0.032768,7248.78
bzero,0.065536,7183.52
bzero,0.131072,7080.12
bzero,0.262144,7043.31
bzero,0.524288,7007.98
bzero,1.05,6995.25
bzero,2.10,6986.88
bzero,4.19,6991.19
bzero,8.39,6975.95
bzero,16.78,6983.65
bzero,33.55,6979.17
bzero,67.11,6980.89
bcopy,0.001024,22045.35
bcopy,0.002048,23658.53
bcopy,0.004096,24567.69
bcopy,0.008192,23609.75
bcopy,0.016384,20379.42
bcopy,0.032768,13014.88
bcopy,0.065536,8812.11
bcopy,0.131072,7569.82
bcopy,0.262144,6807.15
bcopy,0.524288,5415.88
bcopy,1.05,5079.88
bcopy,2.10,5080.84
bcopy,4.19,5055.95
bcopy,8.39,5074.57
bcopy,16.78,5040.20
bcopy,33.55,5063.66
bcopy,67.11,5082.63
